,symbol,name,price,changesPercentage,change,dayLow,dayHigh,yearHigh,yearLow,marketCap,priceAvg50,priceAvg200,exchange,volume,avgVolume,open,previousClose,eps,pe,earningsAnnouncement,sharesOutstanding,timestamp
0,NVDA,NVIDIA Corporation,138.41,1.0218,1.4,134.02,140.27,152.89,47.32,3389660900000,139.9534,117.38416,NASDAQ,142263342,224002616,134.83,137.01,2.53,54.71,2025-02-26 21:00:00+00:00,24490000000,1970-01-01 00:00:01.735591129
